Author	Text	Location	Datetime
dA9bdk	RT @ILLUMlNATI: #PanamaPapers explained  https://t.co/ydUvvMd46w	None	18:38:59 04/04/2016
GeorgeChikovani	RT @wikileaks: "Oops" #PanamaPapers https://t.co/ISwm6II4Hc	None	18:39:54 04/04/2016
Esparappkausas	RT @canalN_: PPK firmó carta de recomendación para empresario que creó offshore en Panamá ► https://t.co/cMpRDFOoQU https://t.co/qF60TR3zj6	Eisha	18:32:00 04/04/2016
LuciaRodas60	RT @lajornadaonline: Esta es la historia del colectivo de periodistas que reveló investigación Papeles de Panamá  https://t.co/UCXV0TiLZW h…	None	18:36:01 04/04/2016
sketchaganda	#panamapapers #bbcpanorama https://t.co/65L5qkarNC	None	18:37:00 04/04/2016
LEALTADAURIBE	RT @AndresFeArcos: Mientras el alcalde robaba los dineros públicos, el cuñado guardaba lo robado en paraísos fiscales en Panamá y Zuiza.	Libertad de expresión 	18:38:25 04/04/2016
RaluBebe	RT @Snowden: The story behind the #PanamaPapers? Courage is contagious. https://t.co/P6nYOebdKu https://t.co/zrT2J0PtIa	None	18:39:30 04/04/2016
Mariamarixe7	RT @gerardotc: Hacienda investigará muy seriamente los papeles de Panamá. https://t.co/mED8k7YXNZ	None	18:40:57 04/04/2016
AsbakAnton27	RT @cnni: #PanamaPapers: Elected leaders &amp; top officials respond to claims they hid billions offshore https://t.co/56tOuE5Np0 https://t.co/…	Cape Town	18:43:02 04/04/2016
DarthBarder	RT @kurtcobani: En Panamá, por lo visto. https://t.co/wZvOwJj2ly	None	18:43:02 04/04/2016
LaurentMauduit	RT @mediapart: Six affaires françaises au prisme des #PanamaPapers https://t.co/YLaQGwwkhr https://t.co/NJ0N7TDtQE	Paris	18:46:21 04/04/2016
radical_michael	RT @wikileaks: #PanamaPapers map of companies and clients; More than 3000 in US, more than 9000 in UK https://t.co/xDSw8NJVm3 https://t.co/…	mcbo city, vzla	18:47:18 04/04/2016
_xsmhx	RT @euanwrites: They don't mess around in Iceland: This is the crowd gathering in #Reykjavik in response to the #panamapapers.  https://t.c…	http://instagram.com/_xsmh_	18:49:27 04/04/2016
FarkliBirBakis_	WikiLeaks’tan sonraki en büyük sızıntı Panama Belgeleri’nde hangi ülkelerden, kimler var? https://t.co/hyKRa8T8Q3 https://t.co/UVN0o0Pntg	İstanbul	18:49:30 04/04/2016
iNeSaNGo	RT @AristeguiOnline: Videos en el mundo explican investigación con base en #PanamaPapers https://t.co/abUfLCvm4n	Mexico	18:49:31 04/04/2016
titoir2552	RT @catanpeist: Alconada Mon fue uno de los periodistas que pidió retrasar la publicación de los Panamá Papers para beneficiar a Macri en l…	None	18:49:24 04/04/2016
TarmiziAnuwar	RT @Snowden: The population of Iceland is only 330,000. Largest protest by percentage of population in history? #PanamaPapers https://t.co/…	Seremban, N9.	18:51:45 04/04/2016
GUAJIRODEURBE	El grupo de periodistas detrás de los “Panamá Papers” https://t.co/B8OM4Uihwv	Maracaibo	18:43:44 04/04/2016
dulcerea	RT @eldestapeweb: #PanamaPapers: el informe sobre cuentas en paraísos fiscales revela una sociedad de @mauriciomacri en Islas Bahamas https…	Venezuela	18:46:08 04/04/2016
DrPrestonGreen	RT @UConnLaw: #UConnLaw Tax Prof Richard Pomp on #PanamaPapers: Welcome to the seedy world of international tax avoidance. Leona Helmsley w…	None	18:47:07 04/04/2016
clamencez	RT @PeriodismoLibre: #ARGENTINA: Tras conmoción, vuelve el impresionante blindaje mediático al Presidente argentino #PanamaPapers https://t…	None	18:47:07 04/04/2016
lambda_citoyen	#panamapapers = une bombe propre !	Paris 風水	18:48:15 04/04/2016
ecotvpanama	HOY a las 8 PM en #ECO360 @RicardoLombanaG analiza el controversial tema #panamapapers con el Dr. Eduardo Morgan https://t.co/yTPzGD1Glm	Panamá	18:49:11 04/04/2016
JCP_UK	If you get prosecuted for not declaring cake-making money to HMRC, your fault for not funneling money through Panama https://t.co/SrC4zBtGMP	European Union	18:50:20 04/04/2016
rukhsarahmed786	It's funny how Panama Papers leaks have made PMLN more obsessed with blaming it all on Imran Khan.	Nottingham, UK	18:51:28 04/04/2016
GaiaRuss	I Panama Papers, spiegati https://t.co/fqF3hthV40 vía @ilpost - Sintetico e chiaro	Italia	18:42:45 04/04/2016
Il_cosidetto	Cuál va a ser el titular de mañana del Panama-news-Paper #ElDiarioDeAgustin @EYN_ELMERCURIO @Emol??	None	18:42:44 04/04/2016
susan_bell1212	RT @loonylefty_: Arron Banks #UKIP donor (over £1m given to UKIP) and #LeaveEU co-founder also linked in #panamapapers   https://t.co/rnf66…	None	18:43:59 04/04/2016
naveed1904	RT @KhanDanish_: #PanamaPapers leak has internationalised Nawaz's corruption, tax evasion &amp; money laundering leaving no room for domestic p…	LONDON	18:45:16 04/04/2016
MrInvalid017	RT @msikkofield: michael sikkofield: Sızdırılan Panama Belgeleri Üzerine https://t.co/77GszRKunw Okuyun kaynatasızlar.	None	18:46:19 04/04/2016
LuisAvilaE	RT @_TripleW: Oye @Ciriacoelcharro ¿Verdad que sí deja ser Presidente Municipal de Penedejuícuaro? #PanamaPapers #TeQueremosCharro https://…	None	18:47:27 04/04/2016
gaona_liliana	RT @romerodiario: Qué orgullo! Mi presidente es considerado por la prensa internacional como Primus Inter Pares #PanamaPapers https://t.co/…	None	18:47:25 04/04/2016
YoVinotinto	RT @RunRunesWeb: Para ver la economía sumergida de Venezuela hay que bucear en Panamá - https://t.co/hJnxYkJcRC #PanamaPapers	Valencia, Carabobo	18:48:22 04/04/2016
HarishK04131926	RT @DrGPradhan: 48  IK is darling of Army+ISI+TTP. He want Chair and will get. This will not last long, How &amp; why, will, tell later  #panam…	Shri Ram Niwas,PawanputraDham	18:51:35 04/04/2016
FurkanSenocak	RT @WellyTopping: Mass protests outside Iceland's parliament tonight as demands grow for the government to resign over #PanamaPapers. https…	California, USA | İstanbul, TR	18:44:38 04/04/2016
LuisRamiroRolda	RT @Xuxipc: A lo mejor, los Borbones, la Real Sociedad, Messi, Almodóvar y la mujer de Cañete llevaron su dinero a Panamá por la inestabili…	None	18:45:26 04/04/2016
cioldez	RT @Snowden: The population of Iceland is only 330,000. Largest protest by percentage of population in history? #PanamaPapers https://t.co/…	None	18:46:50 04/04/2016
HITLERnoIV	RT @Independent: Why is money-laundering so easy in Panama? https://t.co/sPPLf5TKz3	I am in a LOOPHOLE.	18:49:23 04/04/2016
Martinez833	@RubenSanchezTW cuál es el problema de estar en los papeles de  Panamá? Tu dinero comunicándolo, donde quieras , esto no es Cuba !	Nací en Escacena!	18:50:09 04/04/2016
hoiikbenlinda	RT @hjortur: Over 22.000 protesters confirmed in the square. Nearby streets full. That's 10% of all voters! #Iceland #panamapapers #cashljós	Reykjavík, Iceland	18:44:53 04/04/2016
UnidadEsNE	Comisión de Contraloría investigará caso de corrupción Papeles de Panamá https://t.co/a0J9hTbCun https://t.co/ACT5oaAC0F	None	18:44:55 04/04/2016
SomaliDuchess	@ZainInamon The Panama is something small compared to what Wall Street is hiding and WS wasn't even implicated not 1 US bank? Ha! #TheFix	Earth	18:46:01 04/04/2016
TheFuzzyLobster	RT @IrishTimes: Panama Papers: Customers include suspected financiers of terrorism and gunrunners #panamapapers https://t.co/YENC9ZwshP	Seacoast, NH	18:46:38 04/04/2016
APEDANICA	RT @miguelencita: @RedEconomica mira el escrito de @APEDANICA en https://t.co/TbI1m2Ev7f ¿Cómo avanzar de Panamá a bancos responsables? ¿Ha…	Planeta Tierra (de momento)	18:42:28 04/04/2016
pimentonverde	#PapelesPanama "Estafa en Nombre de Dios"No es nueva.Desesperanza en débiles es explotada por Charlatanes https://t.co/kmHIiglpHy @botellazo	None	18:42:29 04/04/2016
paulMitchell20	RT @Snowden: The story behind the #PanamaPapers? Courage is contagious. https://t.co/P6nYOebdKu https://t.co/zrT2J0PtIa	Glasgow 	18:45:40 04/04/2016
falter_at	Vier wichtige Enthüllungen des Panama-Projekts https://t.co/xjdTrdThxt #panamapapers	Wien	18:45:37 04/04/2016
34JuanMartinez	RT @El_Cooperante: Ismael García: Nadie salvará a Luisa Ortega Díaz de abrir investigación por ‘Panama Papers’ https://t.co/7RnW0PlYHx http…	None	18:46:47 04/04/2016
3lepepm	RT @Solisio: Island ima 330 000 stanovnika. Zbog #panamapapers protiv premijera protestuje 22 000 ljudi.  Najmasovniji protest po glavi sta…	None	18:48:55 04/04/2016
Emol	Gobierno ruso culpa a ex agentes de la CIA por implicación de Putin en los "Panama Papers" https://t.co/b0QavYNOf5 https://t.co/FEJeQQe7WP	Santiago, Chile	18:51:02 04/04/2016
mellecomri	J'avoue : j'ai moi aussi fait des investissements offshore (mais tout a fondu) #panamapapers https://t.co/hkXYFM95bv	France	18:43:50 04/04/2016
peeps160	RT @Elena62201798: Never mind Iceland, maybe we should be calling for Cameron to resign as he clearly knew about Panama. #cameron#tory#gove…	scotland	18:43:49 04/04/2016
DIRECTOAGOLcom	#PanamaPapers: figuras del mundo del futbol, ligadas a una ... https://t.co/mAPNvPnKQx | https://t.co/DJ1D8VNNYs https://t.co/gA78pNS1el	None	18:48:42 04/04/2016
balolopachuru	RT @eldiarioes: Gran parte de las sociedades offshore de los papeles de Panamá fueron regularizadas tras la amnistía fiscal de Rajoy https:…	None	18:53:38 04/04/2016
KittsNews	Iceland's prime minister says no plans to resign after 'Panama Papers': Iceland's Prime Minister Sigmundur Gun... https://t.co/EajGu6BeQK	United Kingdom	18:54:19 04/04/2016
mersfa	RT @_brozo: De los 120 políticos hay más de 10 Salvadoreños involucrados en el escándalo del año. #PanamaPapers.	El Salvador	18:55:31 04/04/2016
VV_LL_RS	RT @Juanitaaaa29: Lo que les indigna a los K del Panamá Papers es que creían tener el monopolio de la corrupción! No Kumpa "Los ricos no pi…	República Argentina	18:55:30 04/04/2016
WaroengPULSA_	Kasus Panama Papers, Ini Pembelaan Buat Lionel Messi: Keluarga Lionel Messi menangkis tuduhan yang terdapat di... https://t.co/yzBADS2it3	Indonesia	18:57:10 04/04/2016
rhgirard	RT @leozuckermann: Ex director de @Pemex, @EmilioLozoyaAus, también aparece en la lista de gente q depositó dinero en cuentas offshore #pan…	None	18:57:15 04/04/2016
gothicmemo	RT @wikileaks: Should we release all 11 million #PanamaPapers so everyone can search through them like our other publications?	El Salvador	18:58:09 04/04/2016
Sujeetk99824232	Panama Papers: What are they, who is involved and why are they important? https://t.co/BfdXEW9uAG via @timesofindia	None	18:52:57 04/04/2016
pietrooca	deportes BARCELONA|Acepta sus argumentos en los 'papeles de Panamá' https://t.co/QVuRh5DaFg	None	18:53:51 04/04/2016
thebestposter	RT @Snowden: The population of Iceland is only 330,000. Largest protest by percentage of population in history? #PanamaPapers https://t.co/…	None	18:55:41 04/04/2016
chrispoenitz	RT @TiloJung: Frechheit: Schäubles Sprecher will keine EU-Briefkasten-Staaten nennen, da er darauf "keine Lust" hat https://t.co/rDziDDWOPN…	Germany	18:57:31 04/04/2016
RobinBall1961	RT @criticalWnews: #USA #UK probably behind #PanamaLeaks #panamapapers https://t.co/kGygxPmk0y	None	18:59:28 04/04/2016
yosoypablocr	RT @SoySibaja: Ya le preguntaron a Alberto Raven porque salen en #panamapaper, digo como al hijueputa le gusta hablar tanta mierda #TN7	Costa Rica	18:51:50 04/04/2016
Stephen_Cushion	RT @ianbremmer: Panama Papers on US front pages... or not https://t.co/uCYw3IJuvk	Cardiff	18:53:28 04/04/2016
top7news_social	Panama Papers: Εμπλοκή και της Κύπρου στις ύποπτες διαδρομές των offshore https://t.co/YMdGJAiNoe	Θεσσαλονίκη - Σύρος	18:55:14 04/04/2016
PJP_Venlo	#nieuws IJslanders demonstreren tegen premier vanwege Panama Papers https://t.co/uZycNliBZL #nieuwstwitter	None	18:55:14 04/04/2016
TheYusafzai	RT @ImranKhanPTI: I have called a mtg of PTI senior ldrship tomorrow to discuss strategy after Panama Leaks startling revelations on Sharif…	None	18:56:14 04/04/2016
minitrollcz	I na Islandu maji jaro. Hlavne politici :) U nas si takhle masivni protesty predstavit jaksi nedovedu. #PanamaPapers https://t.co/lRqjj8f772	Prague, Czech republic	18:58:20 04/04/2016
BlessedHrishi	RT @DrGPradhan: 51  So at the very Start &amp; End of this dirty #panamapaper drama unfold, the brain behind &amp; winner is "Rockefeller &amp; Rothchi…	Vasudhaiva Kutumbakam.	18:59:00 04/04/2016
fajure	RT @CANNETEX: Chapeau  (Panama) bas @CANNETEX https://t.co/1CvUulFQ08	coueron - 44 - france	18:59:45 04/04/2016
SamehGamil	Panama Papers: Rich and powerful respond to claims they hid billions offshore https://t.co/xQubV1ywXv	Cairo, Egypt | LA, CA, USA	19:00:34 04/04/2016
Froland_	RT @PeriodismoLibre: #PanamaPapers: Islandeses exigen renuncia del Primer Ministro  Argentinos aguardan la palabra del Presidente #Macri ht…	Argentina	19:00:35 04/04/2016
aforefreer	RT @LaGaucheFALCON: Affaire #rosemafia Affaire Augier Affaire Cahuzac Hollande JAMAIS inquiété Affaire #panamapapers l'affaire de trop ? ht…	Lozère, Languedoc-Roussillon	18:52:30 04/04/2016
alexmeve	RT @OaxacanewsENG: Mexican politicians &amp; their families also involved in #panamapapers (SPA) https://t.co/Ny6S15uDEz #Mexico @ICIJorg https…	None	18:54:05 04/04/2016
Arturoo_A	RT @eldeforma: ¡Aparecen los 50 mil pesos del CANACA en los Panamá Papers! https://t.co/GuHtGbuT8N	México	18:54:01 04/04/2016
Aaron_meet	The Political Fallout From the Panama Papers - The Atlantic: The AtlanticThe Political Fallout From the Panama... https://t.co/huKGsse04U	USA	18:54:50 04/04/2016
jgediaz	RT @LNdata: #PanamaPapers: millonarios giros en dólares al exterior de un socio de Cristóbal López, https://t.co/PyxTfboTF7 https://t.co/2a…	Córdoba, Argentina	18:57:38 04/04/2016
doux__amer	RT @Snowden: The population of Iceland is only 330,000. Largest protest by percentage of population in history? #PanamaPapers https://t.co/…	Lille, France	18:52:47 04/04/2016
cegra01	RT @la_iguanatv: Papeles de Panamá: así ocultaron famosos y poderosos del mundo millones en paraísos...  https://t.co/64oUJr2zns  https://t…	Caguá	18:54:41 04/04/2016
milkita5	RT @Thabatica: En Panamá, más allá del escándalo, que ya es bien grande, hay que esperar las implicaciones en el Gobierno, porque salpica a…	None	18:57:06 04/04/2016
jen777777	#panamapapers world of #TheNightManager perfectly in line bad pun but terrible #corruption #worldwide	None	18:57:04 04/04/2016
ulyssecartoon2	RT @le_Parisien: INTERACTIF. «Panama Papers» : ce que racontent les données https://t.co/fdGKSkEPxp https://t.co/tHebEwr9pE	None	18:57:59 04/04/2016
mobileworld_16	The 5 biggest revelations from the #PanamaPapers https://t.co/TFGcQmCZ4R | https://t.co/99RVMxuF6A https://t.co/sPez1vLctv	None	18:58:42 04/04/2016
Global_Witness	As #panorama reveals scandal of #panamapapers, call for UK tax havens to open up. Statement here https://t.co/6b2Vjb68KH #PanamaLeaks	London	18:55:05 04/04/2016
majuburgosok	@AgenciaTelam @Stolbizer ES A MACRI A QUIEN DEBES DENUNCIAR MINUSVÁLIDA !! #PANAMAPAPERS.TE SUENA??	bs as	18:59:09 04/04/2016
khalid_ehsan	@HillaryClinton Look Mama at Panama. Loaded with Trump companies. https://t.co/HYobf2al98 https://t.co/eaFnZGPXPm	None	18:59:58 04/04/2016
CameronMoy	RT @Eliasthorsson: Halgrímur Helgason: In 2008 we lost money, now we've lost morality, government needs to go. #Iceland #PanamaLeaks #cashl…	Soar Alba, An Roinn-Eòrpa	18:17:45 04/04/2016
N_BreakingNEWS	World figures deny wrongdoing as 'Panama Papers' turn spotlight on tax avoidance: LONDON/PANAMA CITY (Reuters)... https://t.co/l0SjzqnTDR	NYC, U.S.	18:18:49 04/04/2016
makeitsuntory	RT @donizett1: The Panama Papers leak, explained with an adorable comic about piggy banks https://t.co/zKIUGP7hOE	Brazil	00:35:27 05/04/2016
jazzizbest	RT @asta_fish: People throwing eggs at @Althingi. The view from the inside. #panamapapers #iceland #panamaleaks #cashljós https://t.co/HHI5…	Canada	00:33:33 05/04/2016
SherryAske	Canadian #media orgs .@CBCRadioCanada &amp; .@TorontoStar among +100 news orgs partnering on #panamapapers investigation https://t.co/MPjuAtwY9N	Ottawa, Canada	00:35:38 05/04/2016
tartarux	vea, y... ¿don Alvarito no está en los #panamapapers?	Barranquilla, Colombia	00:36:02 05/04/2016
gportillo912	RT @_ElFaro_: No todos los que aparecen en la lista han evadido impuestos, a las autoridades les corresponde investigar. #PanamaPapers: @jl…	None	00:38:32 05/04/2016
Tomidiazm	RT @rayovirtual: Hace un año que los periodistas argentinos tenían los datos de #panamapapers: decidieron no publicarlos para no influir en…	None	00:32:17 05/04/2016
Patysd12	RT @PlanetaEskoria_: Protesta en Islandia tras conocerse la vinculación del primer ministro con los Papeles de Panamá. Se niega a dimitir h…	None	00:35:20 05/04/2016
newsaggrigate	Australians accused of being caught up in the 'Panama papers' tax haven leak https://t.co/OtJBWGsiFm	None	00:36:15 05/04/2016
kaldeshh	Prosecutors open probes as world's wealthy deny 'Panama Papers' links - Reuters  https://t.co/UEvlGtiRR8	None	00:31:52 05/04/2016
GingerKhin9	ในขนะที่คนไทยบางคนตื่นเต้นกับรูปสาวน่ารักในเฟซ แต่คนทั่วโลกกำลังตื่นตัวกับเรื่อง #panamapapers	None	00:40:55 05/04/2016
KingfishJuan	The Panama Papers show how corruption really works in Russia https://t.co/CVdrYjbYpp	Oxford Way, Beverly Hills	00:32:08 05/04/2016
NuevEnCProfRos	@C5N @Gatosylvestre #panamagate @mauriciomacri #DemandoRenunciaMacri #DemandoRenunciaMacri #DemandoRenunciaMacri VIRALIZAR @SilviaAbaca	None	00:32:48 05/04/2016
krysten_1983	RT @davidsirota: EXPOSED: Obama/Clinton pushed Panama pact amid warning it would intensify secrecy/tax fraud https://t.co/cEblMMF6aU https:…	USS Enterprise	00:33:41 05/04/2016
raulduran136	RT @GaribPaula: #panamagate @Gatosylvestre Ya comenzó! https://t.co/fUPDSAqYkg	None	00:34:49 05/04/2016
